player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
264981,/player/264981/sophie-vaysse/230002,23,2,9/26/2022,S. Vaysse,Sophie Vaysse,"CDM, CM",84,85,40500000,2000,28,1/22/1994,163,56,2218,Feminine Division 1,1,116035,Paris W,RDM,22,,7/1/2017,2023,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-),Yes,88100000,#Tactician ,,61,61,74,69,81,78,59,61,42,86,56,63,67,48,77,78,58,63,61,82,68,63,59,87,69,63,92,86,57,76,52,75,83,87,82,7,5,13,7,13,,64+2,64+2,64+2,68,68,68,68,68,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,78+2,83+2,83+2,83+2,78+2,77+2,78+2,78+2,78+2,77+2,16+2,https://cdn.sofifa.net/players/264/981/23_120.png
265239,/player/265239/katie-mccabe/230002,23,2,9/26/2022,K. McCabe,Katie McCabe,"LB, LW, LWB",84,85,45500000,1000,26,9/21/1995,164,55,2216,Women's Super League,1,116009,Arsenal W,SUB,15,,1/1/2016,2023,25,Republic of Ireland,,,,Left,3,3,3,High/Medium,Normal (170-),No,96700000,,"Long Throw-in, Dives Into Tackles (AI), Long Passer (AI), Speed Dribbler (AI)",83,69,81,81,81,83,87,69,76,84,69,80,78,75,80,80,84,82,84,78,85,66,80,93,73,68,95,81,86,72,76,85,86,79,75,8,14,13,13,6,,76+3,76+3,76+3,80,78,78,78,80,79+3,79+3,79+3,81+3,80+3,80+3,80+3,81+3,83+2,82+3,82+3,82+3,83+2,82+3,80+3,80+3,80+3,82+3,18+3,https://cdn.sofifa.net/players/265/239/23_120.png
265252,/player/265252/ashleigh-neville/230002,23,2,9/26/2022,A. Neville,Ashleigh Neville,"RB, RM, LB",84,84,37000000,2000,29,4/29/1993,171,64,2216,Women's Super League,1,116011,Tottenham W,RB,29,,7/1/2017,2025,14,England,,,,Right,3,3,2,High/High,Lean (170-185),Yes,77700000,#Tackling ,Dives Into Tackles (AI),79,70,73,79,86,83,81,74,83,72,68,83,69,58,73,77,79,79,68,76,74,65,91,81,84,67,80,90,79,72,59,83,86,86,85,5,9,15,13,12,,76+2,76+2,76+2,77,76,76,76,77,75+2,75+2,75+2,78+2,76+2,76+2,76+2,78+2,82+2,80+2,80+2,80+2,82+2,82+2,84,84,84,82+2,17+2,https://cdn.sofifa.net/players/265/252/23_120.png
226336,/player/226336/crystal-dunn/230002,23,2,9/26/2022,C. Dunn,Crystal Alyssia Dunn Soubrier,"CM, CF",83,83,,,29,7/3/1992,157,55,,,,,,,,,,,95,United States,113009,SUB,8,Right,5,4,3,High/High,Normal (170-),Yes,,#Tactician ,"Early Crosser, Speed Dribbler (AI)",82,76,83,82,81,63,83,76,80,88,75,79,80,67,77,88,84,81,75,84,87,75,53,83,50,76,75,87,85,83,80,83,78,80,79,12,13,9,8,16,,79+3,79+3,79+3,82,82,82,82,82,83,83,83,83,83,83,83,83,83,82+1,82+1,82+1,83,83,77+3,77+3,77+3,83,20+3,https://cdn.sofifa.net/players/226/336/23_120.png
226375,/player/226375/kathrin-hendrich/230002,23,2,9/26/2022,K. Hendrich,Kathrin-Julia Hendrich,"CB, RB",83,83,,,30,4/6/1992,173,55,,,,,,,,,,,21,Germany,113004,RCB,3,Right,3,2,3,Medium/Medium,Lean (170-185),No,,,,81,40,71,73,85,77,71,34,82,85,30,70,70,33,75,79,77,84,69,86,61,62,76,87,70,27,81,85,59,54,56,72,87,85,84,13,10,13,9,9,,64+3,64+3,64+3,68,67,67,67,68,68+3,68+3,68+3,72+3,73+3,73+3,73+3,72+3,82+1,82+1,82+1,82+1,82+1,83,83,83,83,83,19+3,https://cdn.sofifa.net/players/226/375/23_120.png
226973,/player/226973/sofia-jakobsson/230002,23,2,9/26/2022,S. Jakobsson,Eva Sofia Jakobsson,"RM, ST, LW",83,83,,,32,4/23/1990,174,62,,,,,,,,,,,46,Sweden,113008,SUB,10,Right,3,3,3,High/High,Lean (170-185),Yes,,#Engine,"Finesse Shot, Technical Dribbler (AI)",84,80,76,81,39,69,84,85,69,76,81,83,76,58,73,84,81,87,67,84,65,72,46,91,66,75,54,38,83,75,74,77,58,19,17,9,10,10,7,10,,80+3,80+3,80+3,82,81,81,81,82,80+3,80+3,80+3,82+1,74+3,74+3,74+3,82+1,64+3,60+3,60+3,60+3,64+3,59+3,50+3,50+3,50+3,59+3,17+3,https://cdn.sofifa.net/players/226/973/23_120.png
227119,/player/227119/steph-catley/230002,23,2,9/26/2022,S. Catley,Stephanie-Elise Catley,"LB, LM",83,83,33000000,1000,28,1/26/1994,171,60,2216,Women's Super League,1,116009,Arsenal W,LB,7,,1/17/2022,2024,195,Australia,,,,Left,2,3,3,High/High,Normal (170-185),Yes,67700000,,Early Crosser,86,67,78,78,79,75,84,73,76,86,56,75,75,75,77,82,83,89,82,78,74,68,77,83,75,60,66,82,70,60,54,82,80,77,74,14,8,15,9,8,,75+3,75+3,75+3,77,75,75,75,77,76+3,76+3,76+3,79+3,76+3,76+3,76+3,79+3,81+2,79+3,79+3,79+3,81+2,81+2,78+3,78+3,78+3,81+2,18+3,https://cdn.sofifa.net/players/227/119/23_120.png
227254,/player/227254/alex-greenwood/230002,23,2,9/26/2022,A. Greenwood,Alex Greenwood,"CB, LB",83,83,31500000,1000,28,9/7/1993,168,62,2216,Women's Super League,1,116017,Manchester City W,LCB,5,,9/9/2020,2023,14,England,113002,SUB,5,Left,3,2,3,Medium/High,Normal (170-),Yes,66200000,,Long Passer (AI),72,62,79,77,84,82,75,64,83,90,43,75,70,78,89,84,71,73,65,76,70,67,89,90,75,54,89,84,47,59,88,86,85,84,79,12,10,12,15,14,,70+3,70+3,70+3,72,70,70,70,72,72+3,72+3,72+3,75+3,78+3,78+3,78+3,75+3,81+2,84-1,84-1,84-1,81+2,81+2,83,83,83,81+2,20+3,https://cdn.sofifa.net/players/227/254/23_120.png
227257,/player/227257/jordan-nobbs/230002,23,2,9/26/2022,J. Nobbs,Jordan Nobbs,"CM, LW",83,83,35500000,2000,29,12/8/1992,160,52,2216,Women's Super League,1,116009,Arsenal W,SUB,8,,8/1/2010,2023,14,England,113002,SUB,9,Right,3,4,3,High/High,Lean (170-),Yes,72800000,,"Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot",78,78,83,83,69,63,80,79,50,86,66,83,83,75,80,85,82,75,80,83,85,73,68,77,57,84,58,74,85,84,66,83,69,77,57,9,14,13,16,17,,77+3,77+3,77+3,83,82,82,82,83,83,83,83,82+1,83,83,83,82+1,77+3,76+3,76+3,76+3,77+3,74+3,68+3,68+3,68+3,74+3,22+3,https://cdn.sofifa.net/players/227/257/23_120.png
227357,/player/227357/annaig-butel/230002,23,2,9/26/2022,A. Butel,Anaïg Charlotte Thérese Butel,CB,83,83,30000000,1000,30,2/15/1992,167,53,2218,Feminine Division 1,1,116035,Paris W,RCB,10,,7/1/2017,2023,18,France,,,,Right,3,2,2,Medium/High,Lean (170-),No,63000000,,Long Passer (AI),67,41,65,65,85,77,53,35,82,80,36,59,49,44,71,75,66,67,53,82,55,59,88,76,72,34,89,82,44,54,49,79,87,87,83,8,10,10,13,14,,60+2,60+2,60+2,60,61,61,61,60,62+2,62+2,62+2,64+2,69+2,69+2,69+2,64+2,76+2,79+2,79+2,79+2,76+2,78+2,83,83,83,78+2,19+2,https://cdn.sofifa.net/players/227/357/23_120.png
227410,/player/227410/desiree-scott/230002,23,2,9/26/2022,D. Scott,Desiree Rose Marie Scott,"CDM, CM",83,83,,,34,7/31/1987,157,62,,,,,,,,,,,70,Canada,113000,CM,11,Right,3,3,3,Low/High,Stocky (170-),Yes,,,Dives Into Tackles (AI),66,51,72,73,80,85,58,42,68,85,28,68,45,38,78,80,67,66,63,79,81,69,69,84,85,58,90,82,60,74,55,80,82,83,74,13,17,16,10,15,,65+3,65+3,65+3,67,68,68,68,67,71+3,71+3,71+3,71+3,77+3,77+3,77+3,71+3,76+3,82+1,82+1,82+1,76+3,76+3,80+3,80+3,80+3,76+3,21+3,https://cdn.sofifa.net/players/227/410/23_120.png
227466,/player/227466/kenti-robles/230002,23,2,9/26/2022,K. Robles,Vaitiare Kenti Robles Salas,RB,83,83,,,31,2/15/1991,163,59,,,,,,,,,,,83,Mexico,113010,RB,2,Right,2,3,3,High/Medium,Lean (170-),No,,,"Solid Player, Finesse Shot, Long Passer (AI)",80,61,72,74,82,81,78,50,64,74,60,71,82,78,71,76,83,78,74,80,80,69,77,92,78,77,75,82,61,60,72,72,84,84,83,10,11,10,12,11,,68+3,68+3,68+3,71,69,69,69,71,70+3,70+3,70+3,73+3,73+3,73+3,73+3,73+3,81+2,79+3,79+3,79+3,81+2,81+2,79+3,79+3,79+3,81+2,19+3,https://cdn.sofifa.net/players/227/466/23_120.png
233150,/player/233150/leila-ouahabi-el-ouahabi/230002,23,2,9/26/2022,Leila Ouahabi,Leila Ouahabi El Ouahabi,LB,83,83,32000000,1000,29,3/22/1993,172,61,2216,Women's Super League,1,116017,Manchester City W,LB,15,,7/1/2022,2024,45,Spain,113012,LB,15,Left,3,3,3,High/Medium,Lean (170-185),No,67200000,,,75,55,73,70,82,72,80,51,78,86,30,60,70,48,76,84,76,75,69,80,72,59,62,79,76,67,55,79,62,47,48,69,85,81,81,15,7,15,13,16,,67+3,67+3,67+3,70,68,68,68,70,69+3,69+3,69+3,72+3,73+3,73+3,73+3,72+3,80+3,79+3,79+3,79+3,80+3,81+2,78+3,78+3,78+3,81+2,20+3,https://cdn.sofifa.net/players/233/150/23_120.png
233747,/player/233747/sherida-spitse/230002,23,2,9/26/2022,S. Spitse,Sherida Spitse,"CDM, CM",83,83,,,32,5/29/1990,167,61,,,,,,,,,,,34,Netherlands,113011,CDM,8,Right,3,3,3,Medium/High,Normal (170-),Yes,,"#Distance Shooter, #Crosser, #FK Specialist","Power Free-Kick, Leadership, Long Passer (AI), Long Shot Taker (AI)",70,76,84,73,80,79,86,67,60,84,78,69,91,87,89,78,69,70,69,76,70,88,62,83,80,86,76,90,64,76,87,88,75,82,87,16,16,7,8,11,,72+3,72+3,72+3,74,74,74,74,74,75+3,75+3,75+3,76+3,80+3,80+3,80+3,76+3,81+2,82+1,82+1,82+1,81+2,81+2,79+3,79+3,79+3,81+2,19+3,https://cdn.sofifa.net/players/233/747/23_120.png
233756,/player/233756/dominique-janssen/230002,23,2,9/26/2022,D. Janssen,Dominique Johanna Anna Petrone Janssen,"CB, LB",83,84,,,27,1/17/1995,174,67,,,,,,,,,,,34,Netherlands,113011,LB,20,Right,5,2,3,Medium/Medium,Normal (170-185),No,,,,85,74,78,77,83,82,73,77,84,85,47,75,74,81,76,81,83,86,71,85,68,77,78,86,80,75,85,82,63,70,72,78,81,84,88,17,15,16,15,16,,77+3,77+3,77+3,77,77,77,77,77,77+3,77+3,77+3,78+3,79+3,79+3,79+3,78+3,83+1,82+2,82+2,82+2,83+1,83+1,83+1,83+1,83+1,83+1,23+3,https://cdn.sofifa.net/players/233/756/23_120.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
